2000-01-01 00:07:41 946685261.000000 [message] [main] Starting torctl program on host relaymiddle2 process id 8944
2000-01-01 00:07:41 946685261.000000 [message] [main] entering main loop to watch descriptors
2000-01-01 00:07:41 946685261.000000 [info] [_torctl_activate] torctl-sent 'AUTHENTICATE'
2000-01-01 00:07:41 946685261.000000 [info] [_torctl_processLine] successfully received auth response '250 OK'
2000-01-01 00:07:41 946685261.000000 [info] [_torctl_activate] torctl-sent 'GETINFO status/bootstrap-phase'
2000-01-01 00:07:41 946685261.000000 [info] [_torctl_activate] torctl-sent 'SETEVENTS EXTENDED STATUS_CLIENT'
2000-01-01 00:11:18 946685478.739960 [message] [_torctl_processLine] torctl ready (Bootstrapped 100)
2000-01-01 00:11:18 946685478.739960 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 STATUS_CLIENT NOTICE CIRCUIT_ESTABLISHED
2000-01-01 00:11:18 946685478.739960 [info] [_torctl_activate] torctl-sent 'SETEVENTS BW'
2000-01-01 00:11:18 946685478.739960 [message] [_torctl_processLine] [torctl-log] localhost:9051 250 OK
2000-01-01 00:11:19 946685479.000960 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1643 1860
2000-01-01 00:11:20 946685480.000028 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:11:21 946685481.000473 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:11:22 946685482.000424 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1629 1647
2000-01-01 00:11:23 946685483.000757 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 7970 7442
2000-01-01 00:11:24 946685484.000454 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 259987 259280
2000-01-01 00:11:25 946685485.000454 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 0 22
2000-01-01 00:11:26 946685486.000732 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 543 13
