2000-01-01 00:01:01 946684861.000000 [message] [main] Starting torctl program on host relayexitguard1 process id 835
2000-01-01 00:01:01 946684861.000000 [message] [main] entering main loop to watch descriptors
2000-01-01 00:01:01 946684861.000000 [info] [_torctl_activate] torctl-sent 'AUTHENTICATE'
2000-01-01 00:01:01 946684861.000000 [info] [_torctl_processLine] successfully received auth response '250 OK'
2000-01-01 00:01:01 946684861.000000 [info] [_torctl_activate] torctl-sent 'GETINFO status/bootstrap-phase'
2000-01-01 00:01:01 946684861.000000 [info] [_torctl_activate] torctl-sent 'SETEVENTS EXTENDED STATUS_CLIENT'
2000-01-01 00:10:50 946685450.624019 [message] [_torctl_processLine] torctl ready (Bootstrapped 100)
2000-01-01 00:10:50 946685450.624019 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 STATUS_CLIENT NOTICE CIRCUIT_ESTABLISHED
2000-01-01 00:10:50 946685450.624019 [info] [_torctl_activate] torctl-sent 'SETEVENTS BW'
2000-01-01 00:10:50 946685450.624019 [message] [_torctl_processLine] [torctl-log] localhost:9051 250 OK
2000-01-01 00:10:51 946685451.000019 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1709 2138
2000-01-01 00:10:52 946685452.000651 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1695 1925
2000-01-01 00:10:53 946685453.000157 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 2238 2468
2000-01-01 00:10:54 946685454.000663 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1695 1925
2000-01-01 00:10:55 946685455.000637 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 3324 3554
2000-01-01 00:10:56 946685456.000763 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 296
2000-01-01 00:10:57 946685457.000889 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:10:58 946685458.000015 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:10:59 946685459.000141 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:00 946685460.000267 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:01 946685461.000393 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:02 946685462.000584 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 3867 4094
2000-01-01 00:11:03 946685463.000533 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 75910 526011
2000-01-01 00:11:04 946685464.000685 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 451007 2471
2000-01-01 00:11:05 946685465.000811 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 841
2000-01-01 00:11:06 946685466.000881 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1695 1922
2000-01-01 00:11:07 946685467.000004 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 609 296
2000-01-01 00:11:08 946685468.000130 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 294
2000-01-01 00:11:09 946685469.000256 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:10 946685470.000382 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:11 946685471.000508 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:12 946685472.000634 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:13 946685473.000760 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 293
2000-01-01 00:11:14 946685474.000282 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 1695 1922
2000-01-01 00:11:15 946685475.000482 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 609 839
2000-01-01 00:11:16 946685476.000608 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 294
2000-01-01 00:11:17 946685477.000631 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 609 836
2000-01-01 00:11:18 946685478.000757 [message] [_torctl_processLine] [torctl-log] localhost:9051 650 BW 66 294
